Артикул;Наименование;ТИП;стиль;"МРЦ руб";"цвет арматуры";"цвет абажура";"материал арматуры";"материал абажура";"цвет встройки";"цвет кабеля/цепи";производитель;цоколь;напряжение;"мощность ламп";"степень защиты";"кол-во ламп";диаметр;"диаметр абажура/плафона";ширина;высота;"диапазон регулировки min-max";коллекция;фото;вес;Количество
"LDP 9016-350 CHR";"Подвесной светильник Lumina Deco Frascatti LDP 9016-350 CHR";Светильники;Современный;19900;"белый, хром";"белый, хром";"металл, стекло";"металл, стекло";хром;прозрачный;"Lumina Deco";E14;220-240;40;IP20;4;550;550;;250;"400 - 900";FRASCATTI;"https://luminadecoshop.ru/23350/podvesnoj-svetilnik-lumina-deco-frascatti-ldp-9016-350-chr.jpg;https://luminadecoshop.ru/23351/podvesnoj-svetilnik-lumina-deco-frascatti-ldp-9016-350-chr.jpg;https://luminadecoshop.ru/23367/podvesnoj-svetilnik-lumina-deco-frascatti-ldp-9016-350-chr.jpg;https://luminadecoshop.ru/23368/podvesnoj-svetilnik-lumina-deco-frascatti-ldp-9016-350-chr.jpg;https://luminadecoshop.ru/23545/podvesnoj-svetilnik-lumina-deco-frascatti-ldp-9016-350-chr.jpg;https://luminadecoshop.ru/25309/podvesnoj-svetilnik-lumina-deco-frascatti-ldp-9016-350-chr.jpg";8;0
"LDP 9016-350 RD";"Подвесной светильник Lumina Deco Frascatti LDP 9016-350 RD";Светильники;Современный;15000;красный;красный;"металл, стекло";"металл, стекло";хром;прозрачный;"Lumina Deco";E14;220-240;40;IP20;4;550;550;;250;"400 - 900";FRASCATTI;"https://luminadecoshop.ru/23352/podvesnoj-svetilnik-lumina-deco-frascatti-ldp-9016-350-rd.jpg;https://luminadecoshop.ru/23353/podvesnoj-svetilnik-lumina-deco-frascatti-ldp-9016-350-rd.jpg;https://luminadecoshop.ru/23364/podvesnoj-svetilnik-lumina-deco-frascatti-ldp-9016-350-rd.jpg;https://luminadecoshop.ru/23365/podvesnoj-svetilnik-lumina-deco-frascatti-ldp-9016-350-rd.jpg;https://luminadecoshop.ru/23785/podvesnoj-svetilnik-lumina-deco-frascatti-ldp-9016-350-rd.jpg;https://luminadecoshop.ru/24688/podvesnoj-svetilnik-lumina-deco-frascatti-ldp-9016-350-rd.jpg;https://luminadecoshop.ru/25827/podvesnoj-svetilnik-lumina-deco-frascatti-ldp-9016-350-rd.jpg";8;0
"LDP 9016-350 WT";"Подвесной светильник Lumina Deco Frascatti LDP 9016-350 WT";Светильники;Современный;19900;белый;белый;стекло;"металл, стекло";хром;прозрачный;"Lumina Deco";E14;220-240;40;IP20;4;550;550;;250;"400 - 900";FRASCATTI;"https://luminadecoshop.ru/23363/podvesnoj-svetilnik-lumina-deco-frascatti-ldp-9016-350-wt.jpg;https://luminadecoshop.ru/23366/podvesnoj-svetilnik-lumina-deco-frascatti-ldp-9016-350-wt.jpg;https://luminadecoshop.ru/24103/podvesnoj-svetilnik-lumina-deco-frascatti-ldp-9016-350-wt.jpg;https://luminadecoshop.ru/25844/podvesnoj-svetilnik-lumina-deco-frascatti-ldp-9016-350-wt.jpg";8;0
"LDP 66218-5";"Хрустальная подвесная люстра Lumina Deco VALLERY LDP 66218-5";Люстры;Классический;37400;"золотой, кремовый";кремовый;"металл, хрусталь, ткань";ткань;золотой;"прозрачный, золотой";"Lumina Deco";E14;220-240;40;IP20;5;550;;550;450;"500 - 1500";VALLERY;"https://luminadecoshop.ru/23354/khrustalnaya-podvesnaya-lyustra-lumina-deco-vallery-ldp-66218-5.jpg;https://luminadecoshop.ru/23355/khrustalnaya-podvesnaya-lyustra-lumina-deco-vallery-ldp-66218-5.jpg;https://luminadecoshop.ru/23674/khrustalnaya-podvesnaya-lyustra-lumina-deco-vallery-ldp-66218-5.jpg;https://luminadecoshop.ru/23675/khrustalnaya-podvesnaya-lyustra-lumina-deco-vallery-ldp-66218-5.jpg;https://luminadecoshop.ru/23804/khrustalnaya-podvesnaya-lyustra-lumina-deco-vallery-ldp-66218-5.jpg;https://luminadecoshop.ru/24709/khrustalnaya-podvesnaya-lyustra-lumina-deco-vallery-ldp-66218-5.jpg;https://luminadecoshop.ru/25670/khrustalnaya-podvesnaya-lyustra-lumina-deco-vallery-ldp-66218-5.jpg";9;0
"LDP 66218-8";"Хрустальная подвесная люстра Lumina Deco VALLERY LDP 66218-8";Люстры;Классический;56200;"золотой, кремовый";кремовый;"металл, хрусталь, ткань";ткань;золотой;"прозрачный, золотой";"Lumina Deco";E14;220-240;40;IP20;"8, 6-9";740;;740;470;"500 - 1400";VALLERY;"https://luminadecoshop.ru/23356/khrustalnaya-podvesnaya-lyustra-lumina-deco-vallery-ldp-66218-8.jpg;https://luminadecoshop.ru/23357/khrustalnaya-podvesnaya-lyustra-lumina-deco-vallery-ldp-66218-8.jpg;https://luminadecoshop.ru/23676/khrustalnaya-podvesnaya-lyustra-lumina-deco-vallery-ldp-66218-8.jpg;https://luminadecoshop.ru/23677/khrustalnaya-podvesnaya-lyustra-lumina-deco-vallery-ldp-66218-8.jpg;https://luminadecoshop.ru/23751/khrustalnaya-podvesnaya-lyustra-lumina-deco-vallery-ldp-66218-8.jpg;https://luminadecoshop.ru/23818/khrustalnaya-podvesnaya-lyustra-lumina-deco-vallery-ldp-66218-8.jpg;https://luminadecoshop.ru/24710/khrustalnaya-podvesnaya-lyustra-lumina-deco-vallery-ldp-66218-8.jpg;https://luminadecoshop.ru/25671/khrustalnaya-podvesnaya-lyustra-lumina-deco-vallery-ldp-66218-8.jpg";"12 ";0
"LDW 66251-2";"Бра Lumina Deco Bianca LDW 66251-2";Бра;Классический;18900;"прозрачный, бронза";кремовый;"металл, хрусталь, ткань";ткань;бронза;;"Lumina Deco";E14;220-240;40;IP20;2;;130;350;500;;BIANCA;"https://luminadecoshop.ru/23359/bra-lumina-deco-bianca-ldw-66251-2.jpg;https://luminadecoshop.ru/23360/bra-lumina-deco-bianca-ldw-66251-2.jpg;https://luminadecoshop.ru/23361/bra-lumina-deco-bianca-ldw-66251-2.jpg;https://luminadecoshop.ru/24116/bra-lumina-deco-bianca-ldw-66251-2.jpg;https://luminadecoshop.ru/24729/bra-lumina-deco-bianca-ldw-66251-2.jpg;https://luminadecoshop.ru/25637/bra-lumina-deco-bianca-ldw-66251-2.jpg";5;1
"LDF 8011 WT";"Торшер Lumina Deco Cruse LDF 8011 WT";Торшеры;Современный;24400;"белый, серебряный";белый;металл;ткань;;черный;"Lumina Deco";E27;220-240;40;IP20;1;;450;1800;1950;;;"https://luminadecoshop.ru/23394/torsher-lumina-deco-cruse-ldf-8011-wt.jpg;https://luminadecoshop.ru/23395/torsher-lumina-deco-cruse-ldf-8011-wt.jpg;https://luminadecoshop.ru/23396/torsher-lumina-deco-cruse-ldf-8011-wt.jpg;https://luminadecoshop.ru/23520/torsher-lumina-deco-cruse-ldf-8011-wt.jpg";17;0
"LDT 1113-1 BK";"Настольная лампа Lumina Deco Veneziana LDT 1113-1 BK";"Настольные лампы";Современный;11700;черный;черный;"металл, стекло, ткань";ткань;;черный;"Lumina Deco";E27;220-240;40;IP20;1;;250;250;580;;VENEZIANA;"https://luminadecoshop.ru/23127/nastolnaya-lampa-lumina-deco-veneziana-ldt-1113-1-bk.jpg;https://luminadecoshop.ru/23164/nastolnaya-lampa-lumina-deco-veneziana-ldt-1113-1-bk.jpg;https://luminadecoshop.ru/23397/nastolnaya-lampa-lumina-deco-veneziana-ldt-1113-1-bk.jpg";3,5;0
"LDW 8035-2";"Бра Lumina Deco Venisia LDW 8035-2";Бра;Классический;7600;"серебряный, хром";серебряный;"металл, хрусталь, ткань";ткань;хром;;"Lumina Deco";E14;220-240;40;IP20;2;;140;360;380;;VENISIA;"https://luminadecoshop.ru/23398/bra-lumina-deco-venisia-ldw-8035-2.jpg;https://luminadecoshop.ru/23408/bra-lumina-deco-venisia-ldw-8035-2.jpg;https://luminadecoshop.ru/25428/bra-lumina-deco-venisia-ldw-8035-2.jpg";"4 ";0
"LDW 9268-2 CHR";"Бра Lumina Deco Dominni LDW 9268-2 CHR";Бра;Классический;10100;"белый, хром";белый;"металл, хрусталь, пластик";"металл, пластик";хром;;"Lumina Deco";E14;220-240;40;IP20;2;;150;450;450;;DOMINNI;"https://luminadecoshop.ru/23399/bra-lumina-deco-dominni-ldw-9268-2-chr.jpg;https://luminadecoshop.ru/23400/bra-lumina-deco-dominni-ldw-9268-2-chr.jpg;https://luminadecoshop.ru/23404/bra-lumina-deco-dominni-ldw-9268-2-chr.jpg;https://luminadecoshop.ru/23405/bra-lumina-deco-dominni-ldw-9268-2-chr.jpg;https://luminadecoshop.ru/25619/bra-lumina-deco-dominni-ldw-9268-2-chr.jpg";4,5;24
"LDW 9268-2 GD";"Бра Lumina Deco Dominni LDW 9268-2 GD";Бра;Классический;10100;"золотой, кремовый";кремовый;"металл, хрусталь, пластик";"металл, пластик";золотой;;"Lumina Deco";E14;220-240;40;IP20;2;;150;450;450;;DOMINNI;"https://luminadecoshop.ru/23401/bra-lumina-deco-dominni-ldw-9268-2-gd.jpg;https://luminadecoshop.ru/23402/bra-lumina-deco-dominni-ldw-9268-2-gd.jpg;https://luminadecoshop.ru/23406/bra-lumina-deco-dominni-ldw-9268-2-gd.jpg;https://luminadecoshop.ru/23407/bra-lumina-deco-dominni-ldw-9268-2-gd.jpg;https://luminadecoshop.ru/25554/bra-lumina-deco-dominni-ldw-9268-2-gd.jpg";4,5;2
"LDW 081013-200 CHR";"Бра Lumina Deco Aurora LDW 081013-200 CHR";Бра;Современный;5000;"серебряный, хром";"серебряный, хром";"металл, алюминий";"металл, алюминий";хром;;"Lumina Deco";E27;220-240;40;IP20;1;;250;200;200;;AURORA;https://luminadecoshop.ru/23838/bra-lumina-deco-aurora-ldw-081013-200-chr.jpg;2,5;0
"LDW 081013-200 BK";"Бра Lumina Deco Aurora LDW 081013-200 BK";Бра;Современный;4850;"черный, серебряный";"черный, серебряный";"металл, алюминий";"металл, алюминий";хром;;"Lumina Deco";E27;220-240;40;IP20;1;;250;250;200;;AURORA;https://luminadecoshop.ru/25349/bra-lumina-deco-aurora-ldw-081013-200-bk.jpg;2,5;0
"LDW 081013-200 WT";"Бра Lumina Deco Aurora LDW 081013-200 WT";Бра;Современный;4250;"белый, серебряный";"белый, серебряный";"металл, алюминий";"металл, алюминий";хром;;"Lumina Deco";E27;220-240;40;IP20;1;;250;250;200;;AURORA;https://luminadecoshop.ru/25351/bra-lumina-deco-aurora-ldw-081013-200-wt.jpg;2,5;0
"LDW 081013-200 RD";"Бра Lumina Deco Aurora LDW 081013-200 RD";Бра;Современный;4850;"серебряный, красный";"серебряный, красный";"металл, алюминий";"металл, алюминий";хром;;"Lumina Deco";E27;220-240;40;IP20;1;;250;250;200;;AURORA;https://luminadecoshop.ru/25350/bra-lumina-deco-aurora-ldw-081013-200-rd.jpg;2,5;0
"LDP 5012-8 BK";"Хрустальная подвесная люстра Lumina Deco STEFANEA LDP 5012-8 BK";Люстры;Классический;39900;"черный, янтарный";черный;"металл, стекло";ткань;янтарный;"прозрачный, золотой";"Lumina Deco";E14;220-240;40;IP20;"8, 6-9";800;;800;780;"800 - 1500";STEFANEA;"https://luminadecoshop.ru/23409/khrustalnaya-podvesnaya-lyustra-lumina-deco-stefanea-ldp-5012-8-bk.jpg;https://luminadecoshop.ru/23410/khrustalnaya-podvesnaya-lyustra-lumina-deco-stefanea-ldp-5012-8-bk.jpg;https://luminadecoshop.ru/23679/khrustalnaya-podvesnaya-lyustra-lumina-deco-stefanea-ldp-5012-8-bk.jpg;https://luminadecoshop.ru/23680/khrustalnaya-podvesnaya-lyustra-lumina-deco-stefanea-ldp-5012-8-bk.jpg;https://luminadecoshop.ru/25806/khrustalnaya-podvesnaya-lyustra-lumina-deco-stefanea-ldp-5012-8-bk.jpg";15;0
"LDP 5012-8 WT";"Хрустальная подвесная люстра Lumina Deco STEFANEA LDP 5012-8 WT";Люстры;Классический;32000;"белый, янтарный";белый;"металл, стекло";ткань;янтарный;"прозрачный, золотой";"Lumina Deco";E14;220-240;40;IP20;"8, 6-9";800;;800;780;"800 - 1500";STEFANEA;"https://luminadecoshop.ru/23411/khrustalnaya-podvesnaya-lyustra-lumina-deco-stefanea-ldp-5012-8-wt.jpg;https://luminadecoshop.ru/23412/khrustalnaya-podvesnaya-lyustra-lumina-deco-stefanea-ldp-5012-8-wt.jpg;https://luminadecoshop.ru/23510/khrustalnaya-podvesnaya-lyustra-lumina-deco-stefanea-ldp-5012-8-wt.jpg;https://luminadecoshop.ru/23559/khrustalnaya-podvesnaya-lyustra-lumina-deco-stefanea-ldp-5012-8-wt.jpg;https://luminadecoshop.ru/24302/khrustalnaya-podvesnaya-lyustra-lumina-deco-stefanea-ldp-5012-8-wt.jpg;https://luminadecoshop.ru/24657/khrustalnaya-podvesnaya-lyustra-lumina-deco-stefanea-ldp-5012-8-wt.jpg";15;0
"LDP 5012-6 BK";"Хрустальная подвесная люстра Lumina Deco STEFANEA LDP 5012-6 BK";Люстры;Классический;34900;"черный, янтарный";черный;"стекло, металл";"металл, стекло";янтарный;"прозрачный, золотой";"Lumina Deco";E14;220-240;40;IP20;"6, 6-9";700;;700;700;"750 - 1500";STEFANEA;"https://luminadecoshop.ru/22563/khrustalnaya-podvesnaya-lyustra-lumina-deco-stefanea-ldp-5012-6-bk.jpg;https://luminadecoshop.ru/23413/khrustalnaya-podvesnaya-lyustra-lumina-deco-stefanea-ldp-5012-6-bk.jpg;https://luminadecoshop.ru/23414/khrustalnaya-podvesnaya-lyustra-lumina-deco-stefanea-ldp-5012-6-bk.jpg;https://luminadecoshop.ru/23415/khrustalnaya-podvesnaya-lyustra-lumina-deco-stefanea-ldp-5012-6-bk.jpg;https://luminadecoshop.ru/23555/khrustalnaya-podvesnaya-lyustra-lumina-deco-stefanea-ldp-5012-6-bk.jpg;https://luminadecoshop.ru/23556/khrustalnaya-podvesnaya-lyustra-lumina-deco-stefanea-ldp-5012-6-bk.jpg;https://luminadecoshop.ru/24655/khrustalnaya-podvesnaya-lyustra-lumina-deco-stefanea-ldp-5012-6-bk.jpg;https://luminadecoshop.ru/25805/khrustalnaya-podvesnaya-lyustra-lumina-deco-stefanea-ldp-5012-6-bk.jpg";"12 ";0
"LDP 5012-6 WT";"Хрустальная подвесная люстра Lumina Deco STEFANEA LDP 5012-6 WT";Люстры;Классический;28000;"белый, янтарный";белый;"стекло, металл";"металл, стекло";янтарный;"прозрачный, золотой";"Lumina Deco";E14;220-240;40;IP20;"6, 6-9";700;;700;700;"750 - 1500";STEFANEA;"https://luminadecoshop.ru/23416/khrustalnaya-podvesnaya-lyustra-lumina-deco-stefanea-ldp-5012-6-wt.jpg;https://luminadecoshop.ru/23417/khrustalnaya-podvesnaya-lyustra-lumina-deco-stefanea-ldp-5012-6-wt.jpg;https://luminadecoshop.ru/23557/khrustalnaya-podvesnaya-lyustra-lumina-deco-stefanea-ldp-5012-6-wt.jpg;https://luminadecoshop.ru/23558/khrustalnaya-podvesnaya-lyustra-lumina-deco-stefanea-ldp-5012-6-wt.jpg;https://luminadecoshop.ru/24282/khrustalnaya-podvesnaya-lyustra-lumina-deco-stefanea-ldp-5012-6-wt.jpg;https://luminadecoshop.ru/24656/khrustalnaya-podvesnaya-lyustra-lumina-deco-stefanea-ldp-5012-6-wt.jpg";"12 ";0
"LDP 7002-12";"Подвесной светильник Lumina Deco Magica LDP 7002-12";Люстры;Современный;25000;кремовый;кремовый;стекло;стекло;хром;"прозрачный, хром";"Lumina Deco";G4;220-240;20;IP20;"12, 10 и выше";720;;720;750;"750 - 1300";"MAGICA GLASS";"https://luminadecoshop.ru/23507/podvesnoj-svetilnik-lumina-deco-magica-ldp-7002-12.jpg;https://luminadecoshop.ru/23508/podvesnoj-svetilnik-lumina-deco-magica-ldp-7002-12.jpg;https://luminadecoshop.ru/23670/podvesnoj-svetilnik-lumina-deco-magica-ldp-7002-12.jpg;https://luminadecoshop.ru/23671/podvesnoj-svetilnik-lumina-deco-magica-ldp-7002-12.jpg;https://luminadecoshop.ru/24668/podvesnoj-svetilnik-lumina-deco-magica-ldp-7002-12.jpg";"10 ";0
"LDP 66980-8";"Хрустальная подвесная люстра Lumina Deco Miranda LDP 66980-8";Люстры;Классический;48750;прозрачный;прозрачный;"металл, стекло, хрусталь";стекло;хром;"прозрачный, хром";"Lumina Deco";E14;220-240;40;IP20;"8, 6-9";750;;750;750;"800 - 1500";да;"https://luminadecoshop.ru/23426/khrustalnaya-podvesnaya-lyustra-lumina-deco-miranda-ldp-66980-8.jpg;https://luminadecoshop.ru/23427/khrustalnaya-podvesnaya-lyustra-lumina-deco-miranda-ldp-66980-8.jpg;https://luminadecoshop.ru/23668/khrustalnaya-podvesnaya-lyustra-lumina-deco-miranda-ldp-66980-8.jpg;https://luminadecoshop.ru/23669/khrustalnaya-podvesnaya-lyustra-lumina-deco-miranda-ldp-66980-8.jpg;https://luminadecoshop.ru/24718/khrustalnaya-podvesnaya-lyustra-lumina-deco-miranda-ldp-66980-8.jpg";17;2
"LDP 6018-400 BK";"Подвесной светильник Lumina Deco Stilio LDP 6018-400 BK";Светильники;Современный;16200;черный;черный;"металл, стекло";стекло;черный;прозрачный;"Lumina Deco";E27;220-240;40;IP20;3;400;400;;200;"300 - 1300";STILIO;"https://luminadecoshop.ru/24094/podvesnoj-svetilnik-lumina-deco-stilio-ldp-6018-400-bk.jpg;https://luminadecoshop.ru/24105/podvesnoj-svetilnik-lumina-deco-stilio-ldp-6018-400-bk.jpg;https://luminadecoshop.ru/25377/podvesnoj-svetilnik-lumina-deco-stilio-ldp-6018-400-bk.jpg";5;0
"LDP 6859 WT";"Подвесной светильник Lumina Deco Fuko LDP 6859 WT";Светильники;Лофт;7700;"белый, серый";белый;металл;металл;черный;черный;"Lumina Deco";E27;220-240;40;IP20;1;330;330;;320;"350 - 1150";FUKO;"https://luminadecoshop.ru/24045/podvesnoj-svetilnik-lumina-deco-fuko-ldp-6859-wt.jpg;https://luminadecoshop.ru/24046/podvesnoj-svetilnik-lumina-deco-fuko-ldp-6859-wt.jpg;https://luminadecoshop.ru/24047/podvesnoj-svetilnik-lumina-deco-fuko-ldp-6859-wt.jpg;https://luminadecoshop.ru/24048/podvesnoj-svetilnik-lumina-deco-fuko-ldp-6859-wt.jpg;https://luminadecoshop.ru/24049/podvesnoj-svetilnik-lumina-deco-fuko-ldp-6859-wt.jpg";3,5;5
"LDP 6859 BK";"Подвесной светильник Lumina Deco Fuko LDP 6859 BK";Светильники;Лофт;7700;"черный, серый";черный;металл;металл;черный;черный;"Lumina Deco";E27;220-240;40;IP20;1;330;330;;320;"350 - 1150";FUKO;"https://luminadecoshop.ru/23502/podvesnoj-svetilnik-lumina-deco-fuko-ldp-6859-bk.jpg;https://luminadecoshop.ru/24050/podvesnoj-svetilnik-lumina-deco-fuko-ldp-6859-bk.jpg;https://luminadecoshop.ru/24051/podvesnoj-svetilnik-lumina-deco-fuko-ldp-6859-bk.jpg;https://luminadecoshop.ru/24052/podvesnoj-svetilnik-lumina-deco-fuko-ldp-6859-bk.jpg;https://luminadecoshop.ru/25757/podvesnoj-svetilnik-lumina-deco-fuko-ldp-6859-bk.jpg";3,5;4
"LDP 6018-400 PR";"Подвесной светильник Lumina Deco Globo LDP 6018-400 PR";Светильники;Современный;13650;прозрачный;прозрачный;"металл, стекло";стекло;хром;прозрачный;"Lumina Deco";E27;220-240;40;IP20;3;400;400;;200;"300 - 1300";GLOBO;"https://luminadecoshop.ru/23437/podvesnoj-svetilnik-lumina-deco-globo-ldp-6018-400-pr.jpg;https://luminadecoshop.ru/25925/podvesnoj-svetilnik-lumina-deco-globo-ldp-6018-400-pr.jpg";5;1
"LDP 8136-12";"Хрустальная подвесная люстра Lumina Deco Arterro LDP 8136-12";Люстры;Классический;28000;"прозрачный, хром";прозрачный;"металл, стекло, хрусталь";хрусталь;хром;"прозрачный, хром";"Lumina Deco";G9;220-240;20;IP20;"6-9, 9";750;;750;700;"750 - 1300";"ARTERRO ";"https://luminadecoshop.ru/23678/khrustalnaya-podvesnaya-lyustra-lumina-deco-arterro-ldp-8136-12.jpg;https://luminadecoshop.ru/24683/khrustalnaya-podvesnaya-lyustra-lumina-deco-arterro-ldp-8136-12.jpg";"12 ";0
"LDF 5107";"Торшер Lumina Deco Masito LDF 5107";Торшеры;Современный;13950;серебряный;серебряный;металл;металл;;черный;"Lumina Deco";E27;220-240;40;IP20;1;;200;800;1500;да;MASITO;"https://luminadecoshop.ru/23441/torsher-lumina-deco-masito-ldf-5107.jpg;https://luminadecoshop.ru/23442/torsher-lumina-deco-masito-ldf-5107.jpg;https://luminadecoshop.ru/23443/torsher-lumina-deco-masito-ldf-5107.jpg;https://luminadecoshop.ru/23612/torsher-lumina-deco-masito-ldf-5107.jpg;https://luminadecoshop.ru/25712/torsher-lumina-deco-masito-ldf-5107.jpg";9;0
"LDT 1109-A";"Настольная лампа Lumina Deco Golf LDT 1109-A";"Настольные лампы";Современный;11150;бронза;бронза;металл;металл;;черный;"Lumina Deco";LED;220-240;6;IP20;1;;;550;550;да;GOLF;"https://luminadecoshop.ru/23444/nastolnaya-lampa-lumina-deco-golf-ldt-1109-a.jpg;https://luminadecoshop.ru/23445/nastolnaya-lampa-lumina-deco-golf-ldt-1109-a.jpg;https://luminadecoshop.ru/23446/nastolnaya-lampa-lumina-deco-golf-ldt-1109-a.jpg;https://luminadecoshop.ru/23511/nastolnaya-lampa-lumina-deco-golf-ldt-1109-a.jpg;https://luminadecoshop.ru/24720/nastolnaya-lampa-lumina-deco-golf-ldt-1109-a.jpg";3,5;0
"LDF 5508-B CHR";"Торшер Lumina Deco Azzuro LDF 5508-B CHR";Торшеры;Современный;25350;серебряный;серебряный;металл;металл;;черный;"Lumina Deco";E27;220-240;40;IP20;1;;280;1900;2100;да;"AZURRO ";"https://luminadecoshop.ru/23447/torsher-lumina-deco-azzuro-ldf-5508-b-chr.jpg;https://luminadecoshop.ru/24620/torsher-lumina-deco-azzuro-ldf-5508-b-chr.jpg";17;0
"LDF 5508-CB WT";"Торшер Lumina Deco Talli LDF 5508-CB WT";Торшеры;Современный;20600;белый;белый;"металл, пластик";пластик;;черный;"Lumina Deco";E27;220-240;40;IP20;1;;330;1700;1900;да;TALLI;"https://luminadecoshop.ru/24055/torsher-lumina-deco-talli-ldf-5508-cb-wt.jpg;https://luminadecoshop.ru/25332/torsher-lumina-deco-talli-ldf-5508-cb-wt.jpg";"12 ";0
"LDT 5560-A MD";"Настольная лампа Lumina Deco Rolf LDT 5560-A MD";"Настольные лампы";"Современный, Классический";8800;бронза;бронза;металл;металл;;черный;"Lumina Deco";E27;220-240;40;IP20;1;;100;500;550;да;ROLF;"https://luminadecoshop.ru/23448/nastolnaya-lampa-lumina-deco-rolf-ldt-5560-a-md.jpg;https://luminadecoshop.ru/23449/nastolnaya-lampa-lumina-deco-rolf-ldt-5560-a-md.jpg;https://luminadecoshop.ru/23450/nastolnaya-lampa-lumina-deco-rolf-ldt-5560-a-md.jpg;https://luminadecoshop.ru/23451/nastolnaya-lampa-lumina-deco-rolf-ldt-5560-a-md.jpg;https://luminadecoshop.ru/23512/nastolnaya-lampa-lumina-deco-rolf-ldt-5560-a-md.jpg;https://luminadecoshop.ru/24723/nastolnaya-lampa-lumina-deco-rolf-ldt-5560-a-md.jpg";3,5;0
"LDW 081018-1";"Бра Lumina Deco Boategga LDW 081018-1";Бра;Современный;2000;"белый, хром";белый;"металл, стекло";стекло;хром;;"Lumina Deco";E27;220-240;40;IP20;1;;150;200;250;;;"https://luminadecoshop.ru/22168/bra-lumina-deco-boategga-ldw-081018-1.jpg;https://luminadecoshop.ru/23452/bra-lumina-deco-boategga-ldw-081018-1.jpg;https://luminadecoshop.ru/23509/bra-lumina-deco-boategga-ldw-081018-1.jpg";"1,5 ";0
"LDP 1029-200 CHR";"Подвесной светильник Lumina Deco Veroni LDP 1029-200 CHR";Светильники;Современный;5000;"прозрачный, хром";"прозрачный, хром";"металл, стекло";стекло;хром;прозрачный;"Lumina Deco";E27;220-240;40;IP20;1;200;200;;280;"350 - 1200";VERONI;"https://luminadecoshop.ru/27894/podvesnoj-svetilnik-lumina-deco-veroni-ldp-1029-200-chr.jpg;https://luminadecoshop.ru/27929/podvesnoj-svetilnik-lumina-deco-veroni-ldp-1029-200-chr.jpg;https://luminadecoshop.ru/27930/podvesnoj-svetilnik-lumina-deco-veroni-ldp-1029-200-chr.jpg;https://luminadecoshop.ru/27931/podvesnoj-svetilnik-lumina-deco-veroni-ldp-1029-200-chr.jpg;https://luminadecoshop.ru/27932/podvesnoj-svetilnik-lumina-deco-veroni-ldp-1029-200-chr.jpg";2,5;75
"LDP 1029-200 R.GD";"Подвесной светильник Lumina Deco Veroni LDP 1029-200 R.GD";Светильники;Современный;5000;"розовое золото, прозрачный";"розовое золото, прозрачный";"металл, стекло";стекло;розово-золотой;прозрачный;"Lumina Deco";E27;220-240;40;IP20;1;200;200;;280;"350 - 1200";VERONI;"https://luminadecoshop.ru/23905/podvesnoj-svetilnik-lumina-deco-veroni-ldp-1029-200-rgd.jpg;https://luminadecoshop.ru/27890/podvesnoj-svetilnik-lumina-deco-veroni-ldp-1029-200-rgd.jpg;https://luminadecoshop.ru/27922/podvesnoj-svetilnik-lumina-deco-veroni-ldp-1029-200-rgd.jpg;https://luminadecoshop.ru/27923/podvesnoj-svetilnik-lumina-deco-veroni-ldp-1029-200-rgd.jpg;https://luminadecoshop.ru/27924/podvesnoj-svetilnik-lumina-deco-veroni-ldp-1029-200-rgd.jpg;https://luminadecoshop.ru/27925/podvesnoj-svetilnik-lumina-deco-veroni-ldp-1029-200-rgd.jpg";2,5;29
"LDP 1029-200 GD";"Подвесной светильник Lumina Deco Veroni LDP 1029-200 GD";Светильники;Современный;5000;"золотой, прозрачный";"золотой, прозрачный";"металл, стекло";стекло;золотой;прозрачный;"Lumina Deco";E27;220-240;40;IP20;1;200;200;;280;"350 - 1200";VERONI;"https://luminadecoshop.ru/24413/podvesnoj-svetilnik-lumina-deco-veroni-ldp-1029-200-gd.jpg;https://luminadecoshop.ru/24414/podvesnoj-svetilnik-lumina-deco-veroni-ldp-1029-200-gd.jpg;https://luminadecoshop.ru/27889/podvesnoj-svetilnik-lumina-deco-veroni-ldp-1029-200-gd.jpg;https://luminadecoshop.ru/27918/podvesnoj-svetilnik-lumina-deco-veroni-ldp-1029-200-gd.jpg;https://luminadecoshop.ru/27919/podvesnoj-svetilnik-lumina-deco-veroni-ldp-1029-200-gd.jpg;https://luminadecoshop.ru/27920/podvesnoj-svetilnik-lumina-deco-veroni-ldp-1029-200-gd.jpg;https://luminadecoshop.ru/27921/podvesnoj-svetilnik-lumina-deco-veroni-ldp-1029-200-gd.jpg";2,5;37
"LDP 1029-300 CHR";"Подвесной светильник Lumina Deco Veroni LDP 1029-300 CHR";Светильники;Современный;9150;"прозрачный, хром";"прозрачный, хром";"металл, стекло";стекло;хром;прозрачный;"Lumina Deco";E27;220-240;40;IP20;1;300;300;;380;"450 - 1200";VERONI;"https://luminadecoshop.ru/27891/podvesnoj-svetilnik-lumina-deco-veroni-ldp-1029-300-chr.jpg;https://luminadecoshop.ru/27926/podvesnoj-svetilnik-lumina-deco-veroni-ldp-1029-300-chr.jpg";"4 ";0
